GeneID,NumberOfLiterature,PubMedIDs,GeneSymbol,Alias,Xref,Chromosome,Cytoband,FullName,GeneType,Description
9101,1,"28005997,",USP8,HumORF8|SPG59|UBPY,MIM:603158|HGNC:HGNC:12631|Ensembl:ENSG00000138592|Vega:OTTHUMG00000131645,15,15q21.2,ubiquitin specific peptidase 8,protein-coding,ubiquitin carboxyl-terminal hydrolase 8|deubiquitinating enzyme 8|ubiquitin isopeptidase Y|ubiquitin thiolesterase 8|ubiquitin-specific-processing protease 8
2014,1,"17610521,",EMP3,YMP,MIM:602335|HGNC:HGNC:3335|Ensembl:ENSG00000142227|Vega:OTTHUMG00000183196,19,19q13.33,epithelial membrane protein 3,protein-coding,epithelial membrane protein 3|EMP-3|HNMP-1|hematopoietic neural membrane protein 1
9770,1,"25621889,",RASSF2,CENP-34|RASFADIN,MIM:609492|HGNC:HGNC:9883|Ensembl:ENSG00000101265|Vega:OTTHUMG00000031790,20,20p13,Ras association domain family member 2,protein-coding,ras association domain-containing protein 2|Ras association (RalGDS/AF-6) domain family 2|Ras association (RalGDS/AF-6) domain family member 2|centromere protein 34
9283,1,"30452905,",GPR37L1,ET(B)R-LP-2|ETBR-LP-2,HGNC:HGNC:14923|Ensembl:ENSG00000170075|Vega:OTTHUMG00000035924,1,1q32.1,G protein-coupled receptor 37 like 1,protein-coding,prosaposin receptor GPR37L1|endothelin B receptor-like protein 2|endothelin type b receptor-like protein 2
399,1,"17476282,",RHOH,ARHH|TTF,MIM:602037|HGNC:HGNC:686|Ensembl:ENSG00000168421|Vega:OTTHUMG00000099373,4,4p14,ras homolog family member H,protein-coding,"rho-related GTP-binding protein RhoH|GTP-binding protein TTF|TTF, translocation three four|ras homolog gene family, member H"
57650,2,"23802697,25012485,",CIP2A,KIAA1524|p90,MIM:610643|HGNC:HGNC:29302|Ensembl:ENSG00000163507|Vega:OTTHUMG00000159233,3,3q13.13,cell proliferation regulating inhibitor of protein phosphatase 2A,protein-coding,protein CIP2A|cancerous inhibitor of PP2A|cancerous inhibitor of protein phosphatase 2A|p90 autoantigen
84634,1,"21169415,",KISS1R,AXOR12|CPPB1|GPR54|HH8|HOT7T175|KISS-1R,MIM:604161|HGNC:HGNC:4510|Ensembl:ENSG00000116014|Vega:OTTHUMG00000181900,19,19p13.3,KISS1 receptor,protein-coding,kiSS-1 receptor|G protein-coupled receptor 54|G-protein coupled receptor OT7T175|hypogonadotropin-1|kisspeptins receptor|metastin receptor
5788,2,"19332764,28982901,",PTPRC,B220|CD45|CD45R|GP180|L-CA|LCA|LY5|T200,MIM:151460|HGNC:HGNC:9666|Ensembl:ENSG00000081237|Vega:OTTHUMG00000035702,1,1q31.3-q32.1,"protein tyrosine phosphatase, receptor type C",protein-coding,"receptor-type tyrosine-protein phosphatase C|CD45 antigen|T200 glycoprotein|T200 leukocyte common antigen|protein tyrosine phosphatase, receptor type, c polypeptide"
3399,3,"23768125,24222112,24493312,",ID3,HEIR-1|bHLHb25,MIM:600277|HGNC:HGNC:5362|Ensembl:ENSG00000117318,1,1p36.12,"inhibitor of DNA binding 3, HLH protein",protein-coding,"DNA-binding protein inhibitor ID-3|ID-like protein inhibitor HLH 1R21|class B basic helix-loop-helix protein 25|helix-loop-helix protein HEIR-1|inhibitor of DNA binding 3, dominant negative helix-loop-helix protein|inhibitor of differentiation 3"
9817,1,"21173573,",KEAP1,INrf2|KLHL19,MIM:606016|HGNC:HGNC:23177|Ensembl:ENSG00000079999|Vega:OTTHUMG00000180579,19,19p13.2,kelch like ECH associated protein 1,protein-coding,kelch-like ECH-associated protein 1|cytosolic inhibitor of Nrf2|kelch-like family member 19|kelch-like protein 19
5426,2,"25740784,28034776,",POLE,CRCS12|FILS|POLE1,MIM:174762|HGNC:HGNC:9177|Ensembl:ENSG00000177084|Vega:OTTHUMG00000168045,12,12q24.33,"DNA polymerase epsilon, catalytic subunit",protein-coding,"DNA polymerase epsilon catalytic subunit A|DNA polymerase II subunit A|DNA polymerase epsilon catalytic subunit protein|polymerase (DNA directed), epsilon, catalytic subunit|polymerase (DNA) epsilon, catalytic subunit"
3575,1,"22281704,",IL7R,CD127|CDW127|IL-7R-alpha|IL7RA|ILRA,MIM:146661|HGNC:HGNC:6024|Ensembl:ENSG00000168685|Vega:OTTHUMG00000090791,5,5p13.2,interleukin 7 receptor,protein-coding,interleukin-7 receptor subunit alpha|CD127 antigen|IL-7 receptor subunit alpha|IL-7R subunit alpha|interleukin 7 receptor alpha chain|interleukin 7 receptor isoform H5-6
213,1,"23182422,",ALB,HSA|PRO0883|PRO0903|PRO1341,MIM:103600|HGNC:HGNC:399|Ensembl:ENSG00000163631|Vega:OTTHUMG00000129919,4,4q13.3,albumin,protein-coding,serum albumin
5230,2,"30392930,22742733,",PGK1,HEL-S-68p|MIG10|PGKA,MIM:311800|HGNC:HGNC:8896|Ensembl:ENSG00000102144|Vega:OTTHUMG00000021888,X,Xq21.1,phosphoglycerate kinase 1,protein-coding,phosphoglycerate kinase 1|PRP 2|cell migration-inducing gene 10 protein|epididymis secretory sperm binding protein Li 68p|primer recognition protein 2
6424,1,"18079202,",SFRP4,FRP-4|FRPHE|PYL|sFRP-4,MIM:606570|HGNC:HGNC:10778|Ensembl:ENSG00000106483|Vega:OTTHUMG00000023026,7,7p14.1,secreted frizzled related protein 4,protein-coding,"secreted frizzled-related protein 4|frizzled protein, human endometrium|secreted frizzled-related protein 4; secreted frizzled-related protein 4"
816,1,"21952434,",CAMK2B,CAM2|CAMK2|CAMKB,MIM:607707|HGNC:HGNC:1461|Ensembl:ENSG00000058404|Vega:OTTHUMG00000023491,7,7p13,calcium/calmodulin dependent protein kinase II beta,protein-coding,calcium/calmodulin-dependent protein kinase type II subunit beta|CaM kinase II beta subunit|CaM-kinase II beta chain|caMK-II subunit beta|proline rich calmodulin-dependent protein kinase
7494,3,"19389935,21138464,19176362,",XBP1,TREB-5|TREB5|XBP-1|XBP2,MIM:194355|HGNC:HGNC:12801|Ensembl:ENSG00000100219|Vega:OTTHUMG00000151094,22,22q12.1|22q12,X-box binding protein 1,protein-coding,X-box-binding protein 1|tax-responsive element-binding protein 5
5371,1,"21037079,",PML,MYL|PP8675|RNF71|TRIM19,MIM:102578|HGNC:HGNC:9113|Ensembl:ENSG00000140464|Vega:OTTHUMG00000137607,15,15q24.1,promyelocytic leukemia,protein-coding,"protein PML|PML/RARA fusion|RING finger protein 71|probable transcription factor PML|promyelocytic leukemia protein|promyelocytic leukemia, inducer of|tripartite motif protein TRIM19|tripartite motif-containing protein 19"
6357,1,"19125409,",CCL13,CKb10|MCP-4|NCC-1|NCC1|SCYA13|SCYL1,MIM:601391|HGNC:HGNC:10611|Ensembl:ENSG00000181374|Vega:OTTHUMG00000132890,17,17q12,C-C motif chemokine ligand 13,protein-coding,"C-C motif chemokine 13|CK-beta-10|chemokine (C-C motif) ligand 13|monocyte chemoattractant protein 4|monocyte chemotactic protein 4|new CC chemokine 1|small inducible cytokine subfamily A (Cys-Cys), member 13|small-inducible cytokine A13"
4009,1,"22882568,",LMX1A,LMX1|LMX1.1,MIM:600298|HGNC:HGNC:6653|Ensembl:ENSG00000162761|Vega:OTTHUMG00000034575,1,1q23.3,LIM homeobox transcription factor 1 alpha,protein-coding,LIM homeobox transcription factor 1-alpha|LIM/homeobox protein 1.1
2668,1,"30059726,",GDNF,ATF|ATF1|ATF2|HFB1-GDNF|HSCR3,MIM:600837|HGNC:HGNC:4232|Ensembl:ENSG00000168621|Vega:OTTHUMG00000090809,5,5p13.2,glial cell derived neurotrophic factor,protein-coding,glial cell line-derived neurotrophic factor|astrocyte-derived trophic factor
8404,1,"21688302,",SPARCL1,MAST 9|MAST9|PIG33|SC1,MIM:606041|HGNC:HGNC:11220|Ensembl:ENSG00000152583|Vega:OTTHUMG00000130605,4,4q22.1,SPARC like 1,protein-coding,SPARC-like protein 1|SPARC-like 1 (hevin)|high endothelial venule protein|proliferation-inducing protein 33
1062,1,"26933822,",CENPE,CENP-E|KIF10|MCPH13|PPP1R61,MIM:117143|HGNC:HGNC:1856|Ensembl:ENSG00000138778|Vega:OTTHUMG00000160980,4,4q24,centromere protein E,protein-coding,"centromere-associated protein E|Centromere autoantigen E (312kD)|centromere protein E, 312kDa|kinesin family member 10|kinesin-7|kinesin-related protein CENPE|protein phosphatase 1, regulatory subunit 61"
3159,4,"21984063,26009886,27486901,22249617,",HMGA1,HMG-R|HMGA1A|HMGIY,MIM:600701|HGNC:HGNC:5010|Ensembl:ENSG00000137309|Vega:OTTHUMG00000014539,6,6p21.31,high mobility group AT-hook 1,protein-coding,high mobility group protein HMG-I/HMG-Y|high mobility group protein A1|high mobility group protein R|high-mobility group (nonhistone chromosomal) protein isoforms I and Y|nonhistone chromosomal high-mobility group protein HMG-I/HMG-Y
54596,1,"26159230,",L1TD1,ECAT11,HGNC:HGNC:25595|Ensembl:ENSG00000240563|Vega:OTTHUMG00000008914,1,1p31.3,LINE1 type transposase domain containing 1,protein-coding,LINE-1 type transposase domain-containing protein 1|ES cell-associated protein 11|LINE-1 type transposase domain containing 1
7178,1,"25363345,",TPT1,HRF|TCTP|p02|p23,MIM:600763|HGNC:HGNC:12022|Ensembl:ENSG00000133112|Vega:OTTHUMG00000016845,13,13q14.13,"tumor protein, translationally-controlled 1",protein-coding,translationally-controlled tumor protein|fortilin|histamine-releasing factor
2043,1,"26345456,",EPHA4,HEK8|SEK|TYRO1,MIM:602188|HGNC:HGNC:3388|Ensembl:ENSG00000116106|Vega:OTTHUMG00000133142,2,2q36.1,EPH receptor A4,protein-coding,ephrin type-A receptor 4|EK8|EPH-like kinase 8|TYRO1 protein tyrosine kinase|receptor protein-tyrosine kinase HEK8|tyrosine-protein kinase TYRO1|tyrosine-protein kinase receptor SEK
1457,3,"27098015,25788269,25241897,",CSNK2A1,CK2A1|CKII|CSNK2A3|Cka1|Cka2|OCNDS,MIM:115440|HGNC:HGNC:2457|Ensembl:ENSG00000101266|Vega:OTTHUMG00000031636,20,20p13,casein kinase 2 alpha 1,protein-coding,"casein kinase II subunit alpha|CK II alpha 3|CK2 catalytic subunit alpha|casein kinase 2, alpha 1 polypeptide|casein kinase II alpha 1 polypeptide pseudogene|casein kinase II alpha 1 subunit|protein kinase CK2"
9294,1,"24903384,",S1PR2,AGR16|DFNB68|EDG-5|EDG5|Gpcr13|H218|LPB2|S1P2,MIM:605111|HGNC:HGNC:3169|Ensembl:ENSG00000267534|Vega:OTTHUMG00000180399,19,19p13.2,sphingosine-1-phosphate receptor 2,protein-coding,"sphingosine 1-phosphate receptor 2|CTD-2369P2.2|S1P receptor 2|S1P receptor EDG5|S1P receptor Edg-5|deafness, autosomal recessive 68|endothelial differentiation G-protein coupled receptor 5|endothelial differentiation, sphingolipid G-protein-coupled receptor, 5|sphingosine 1-phosphate receptor Edg-5"
55799,1,"27583705,",CACNA2D3,HSA272268,MIM:606399|HGNC:HGNC:15460|Ensembl:ENSG00000157445|Vega:OTTHUMG00000158580,3,3p21.1-p14.3,calcium voltage-gated channel auxiliary subunit alpha2delta 3,protein-coding,"voltage-dependent calcium channel subunit alpha-2/delta-3|calcium channel alpha2-delta3 subunit|calcium channel, voltage-dependent, alpha 2/delta 3 subunit|calcium channel, voltage-dependent, alpha 2/delta subunit 3|voltage-gated calcium channel subunit alpha-2/delta-3"
5155,5,"14997209,21754979,12176024,17438529,19165863,",PDGFB,IBGC5|PDGF-2|PDGF2|SIS|SSV|c-sis,MIM:190040|HGNC:HGNC:8800|Ensembl:ENSG00000100311|Vega:OTTHUMG00000151029,22,22q13.1,platelet derived growth factor subunit B,protein-coding,"platelet-derived growth factor subunit B|PDGF subunit B|PDGF, B chain|becaplermin|platelet-derived growth factor 2|platelet-derived growth factor B chain|platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)|platelet-derived growth factor, beta polypeptide (oncogene SIS)|proto-oncogene c-Sis"
329,2,"16983704,18378896,",BIRC2,API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1,MIM:601712|HGNC:HGNC:590|Ensembl:ENSG00000110330|Vega:OTTHUMG00000167325,11,11q22.2,baculoviral IAP repeat containing 2,protein-coding,baculoviral IAP repeat-containing protein 2|IAP homolog B|IAP-2|NFR2-TRAF signalling complex protein|RING finger protein 48|RING-type E3 ubiquitin transferase BIRC2|TNFR2-TRAF-signaling complex protein 2|apoptosis inhibitor 1|cellular inhibitor of apoptosis 1|inhibitor of apoptosis protein 2
56884,1,"21911727,",FSTL5,-,HGNC:HGNC:21386|Ensembl:ENSG00000168843|Vega:OTTHUMG00000161397,4,4q32.2,follistatin like 5,protein-coding,follistatin-related protein 5|follistatin-like protein 5
8764,2,"29858685,27297871,",TNFRSF14,ATAR|CD270|HVEA|HVEM|LIGHTR|TR2,MIM:602746|HGNC:HGNC:11912|Ensembl:ENSG00000157873|Vega:OTTHUMG00000000792,1,1p36.32,TNF receptor superfamily member 14,protein-coding,"tumor necrosis factor receptor superfamily member 14|CD40-like protein|herpes virus entry mediator A|tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)|tumor necrosis factor receptor-like gene2"
5111,1,"18510217,",PCNA,ATLD2,MIM:176740|HGNC:HGNC:8729|Ensembl:ENSG00000132646|Vega:OTTHUMG00000031798,20,20p12.3,proliferating cell nuclear antigen,protein-coding,proliferating cell nuclear antigen|DNA polymerase delta auxiliary protein|cyclin
116448,1,"17690840,",OLIG1,BHLHB6|BHLHE21,MIM:606385|HGNC:HGNC:16983|Ensembl:ENSG00000184221|Vega:OTTHUMG00000065064,21,21q22.11,oligodendrocyte transcription factor 1,protein-coding,"oligodendrocyte transcription factor 1|basic domain, helix-loop-helix protein, class B, 6|class B basic helix-loop-helix protein 6|class E basic helix-loop-helix protein 21|oligo1|oligodendrocyte lineage transcription factor 1|oligodendrocyte-specific bHLH transcription factor 1"
53358,1,"19748727,",SHC3,N-Shc|NSHC|RAI|SHCC,MIM:605263|HGNC:HGNC:18181|Ensembl:ENSG00000148082|Vega:OTTHUMG00000020179,9,9q22.1,SHC adaptor protein 3,protein-coding,SHC-transforming protein 3|SH2 domain protein C3|SHC (Src homology 2 domain containing) transforming protein 3|SHC-transforming protein C|Shc3 p51|neuronal Shc|protein Rai|src homology 2 domain-containing transforming protein C3
5216,1,"24747440,",PFN1,ALS18,MIM:176610|HGNC:HGNC:8881|Ensembl:ENSG00000108518|Vega:OTTHUMG00000099396,17,17p13.2,profilin 1,protein-coding,profilin-1|epididymis tissue protein Li 184a|profilin I
50617,1,"22460948,",ATP6V0A4,A4|ATP6N1B|ATP6N2|RDRTA2|RTA1C|RTADR|STV1|VPH1|VPP2,MIM:605239|HGNC:HGNC:866|Ensembl:ENSG00000105929|Vega:OTTHUMG00000157122,7,7q34,ATPase H+ transporting V0 subunit a4,protein-coding,"V-type proton ATPase 116 kDa subunit a isoform 4|V-type proton ATPase 116 kDa subunit a|ATPase, H+ transporting, lysosomal (vacuolar proton pump) non-catalytic accessory protein 1B|ATPase, H+ transporting, lysosomal (vacuolar proton pump) non-catalytic accessory protein 2 (38kD)|ATPase, H+ transporting, lysosomal V0 subunit a4|H(+)-transporting two-sector ATPase, noncatalytic accessory protein 1B|V-ATPase 116 kDa|vacuolar proton pump 116 kDa accessory subunit|vacuolar proton pump, subunit 2|vacuolar proton translocating ATPase 116 kDa subunit a kidney isoform"
3736,1,"20823417,",KCNA1,AEMK|EA1|HBK1|HUK1|KV1.1|MBK1|MK1|RBK1,MIM:176260|HGNC:HGNC:6218|Ensembl:ENSG00000111262|Vega:OTTHUMG00000044398,12,12p13.32,potassium voltage-gated channel subfamily A member 1,protein-coding,"potassium voltage-gated channel subfamily A member 1|potassium channel, voltage gated shaker related subfamily A, member 1|potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia)|voltage-gated K(+) channel HuKI|voltage-gated potassium channel HBK1|voltage-gated potassium channel subunit Kv1.1"
4603,1,"23633565,",MYBL1,A-MYB|AMYB,MIM:159405|HGNC:HGNC:7547|Ensembl:ENSG00000185697|Vega:OTTHUMG00000164559,8,8q13.1,MYB proto-oncogene like 1,protein-coding,myb-related protein A|myb-like protein 1|v-myb avian myeloblastosis viral oncogene homolog-like 1
5303,1,"30314361,",PIN4,EPVH|PAR14|PAR17,MIM:300252|HGNC:HGNC:8992|Ensembl:ENSG00000102309|Vega:OTTHUMG00000021811,X,Xq13.1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 4",protein-coding,"peptidyl-prolyl cis-trans isomerase NIMA-interacting 4|PPIase PIN4|eukaryotic parvulin homolog|hEPVH|hPar14|hPar17|parvulin|parvulin-14|parvulin-17|peptidyl-prolyl cis-trans isomerase Pin4|peptidyl-prolyl cis/trans isomerase EPVH|protein (peptidylprolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin)|rotamase PIN4"
7099,2,"15796767,18042837,",TLR4,ARMD10|CD284|TLR-4|TOLL,MIM:603030|HGNC:HGNC:11850|Ensembl:ENSG00000136869|Vega:OTTHUMG00000021046,9,9q33.1,toll like receptor 4,protein-coding,toll-like receptor 4|hToll|homolog of Drosophila toll
6284,1,"16773219,",S100A13,-,MIM:601989|HGNC:HGNC:10490|Ensembl:ENSG00000189171|Vega:OTTHUMG00000036641,1,1q21.3,S100 calcium binding protein A13,protein-coding,protein S100-A13
6664,4,"30221780,22967417,23619925,26762898,",SOX11,MRD27,MIM:600898|HGNC:HGNC:11191|Ensembl:ENSG00000176887|Vega:OTTHUMG00000090333,2,2p25.2,SRY-box 11,protein-coding,transcription factor SOX-11|SRY (sex-determining region Y)-box 11|SRY-related HMG-box gene 11
10057,1,"23271324,",ABCC5,ABC33|EST277145|MOAT-C|MOATC|MRP5|SMRP|pABC11,MIM:605251|HGNC:HGNC:56|Ensembl:ENSG00000114770|Vega:OTTHUMG00000156871,3,3q27.1,ATP binding cassette subfamily C member 5,protein-coding,"multidrug resistance-associated protein 5|ATP-binding cassette, sub-family C (CFTR/MRP), member 5|canalicular multispecific organic anion transporter C|multi-specific organic anion transporter C"
23418,1,"17234588,",CRB1,LCA8|RP12,MIM:604210|HGNC:HGNC:2343|Ensembl:ENSG00000134376|Vega:OTTHUMG00000035663,1,1q31.3,"crumbs 1, cell polarity complex component",protein-coding,"protein crumbs homolog 1|crumbs family member 1, photoreceptor morphogenesis associated"
6670,1,"17616668,",SP3,SPR2,MIM:601804|HGNC:HGNC:11208|Ensembl:ENSG00000172845|Vega:OTTHUMG00000132333,2,2q31.1,Sp3 transcription factor,protein-coding,transcription factor Sp3|GC-binding transcription factor Sp3|specificity protein 3
2147,2,"23204518,11956584,",F2,PT|RPRGL2|THPH1,MIM:176930|HGNC:HGNC:3535|Ensembl:ENSG00000180210|Vega:OTTHUMG00000150344,11,11p11.2,"coagulation factor II, thrombin",protein-coding,prothrombin|prepro-coagulation factor II|prothrombin B-chain|serine protease
3621,1,"14676120,",ING1,p24ING1c|p33|p33ING1|p33ING1b|p47|p47ING1a,MIM:601566|HGNC:HGNC:6062|Ensembl:ENSG00000153487|Vega:OTTHUMG00000017346,13,13q34,inhibitor of growth family member 1,protein-coding,inhibitor of growth protein 1|growth inhibitor ING1|growth inhibitory protein ING1|tumor suppressor ING1
6520,1,"20091333,",SLC3A2,4F2|4F2HC|4T2HC|CD98|CD98HC|MDU1|NACAE,MIM:158070|HGNC:HGNC:11026|Ensembl:ENSG00000168003|Vega:OTTHUMG00000074091,11,11q12.3,solute carrier family 3 member 2,protein-coding,"4F2 cell-surface antigen heavy chain|CD98 heavy chain|antigen defined by monoclonal antibody 4F2, heavy chain|antigen identified by monoclonal antibodies 4F2, TRA1.10, TROP4, and T43|lymphocyte activation antigen 4F2 large subunit|monoclonal antibody 44D7|solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2|solute carrier family 3 (amino acid transporter heavy chain), member 2"
163732,1,"18722883,",CITED4,-,MIM:606815|HGNC:HGNC:18696|Ensembl:ENSG00000179862|Vega:OTTHUMG00000007728,1,1p34.2|1p35-p34,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4,protein-coding,cbp/p300-interacting transactivator 4|MRG-2|MSG1-related protein 2|transcriptional co-activator 4
55054,1,"28302031,",ATG16L1,APG16L|ATG16A|ATG16L|IBD10|WDR30,MIM:610767|HGNC:HGNC:21498|Ensembl:ENSG00000085978,2,2q37.1,autophagy related 16 like 1,protein-coding,autophagy-related protein 16-1|APG16L beta|ATG16 autophagy related 16-like 1|WD repeat domain 30
7430,1,"19088174,",EZR,CVIL|CVL|HEL-S-105|VIL2,MIM:123900|HGNC:HGNC:12691|Ensembl:ENSG00000092820|Vega:OTTHUMG00000015917,6,6q25.3,ezrin,protein-coding,ezrin|cytovillin 2|epididymis secretory protein Li 105|p81|villin 2 (ezrin)
672,1,"22044372,",BRCA1,BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53,MIM:113705|HGNC:HGNC:1100|Ensembl:ENSG00000012048|Vega:OTTHUMG00000157426,17,17q21.31,"BRCA1, DNA repair associated",protein-coding,"breast cancer type 1 susceptibility protein|BRCA1/BRCA2-containing complex, subunit 1|Fanconi anemia, complementation group S|RING finger protein 53|breast and ovarian cancer susceptibility protein 1|breast cancer 1, early onset|early onset breast cancer 1|protein phosphatase 1, regulatory subunit 53"
93100,1,"21492230,",NAPRT,NAPRT1|PP3856,MIM:611552|HGNC:HGNC:30450|Ensembl:ENSG00000147813|Vega:OTTHUMG00000156942,8,8q24.3,nicotinate phosphoribosyltransferase,protein-coding,nicotinate phosphoribosyltransferase|FHA-HIT-interacting protein|NAPRTase|nicotinate phosphoribosyltransferase domain containing 1|nicotinate phosphoribosyltransferase domain-containing protein 1|nicotinic acid phosphoribosyltransferase
3417,171,"29535392,22790483,27245697,28148827,26338964,27553586,27428487,23063752,19117336,21088844,19340432,23817809,21314850,25674227,26834160,21643985,19933982,24068788,22360629,22922872,24311631,24970694,21284999,19636000,24590270,29097607,29633022,26095778,29414139,22052461,23330999,18985363,29369751,25962792,22427879,22217666,30194083,26558387,23236540,24532263,21784755,21575384,27626492,29396294,21069360,29676036,22166653,26957363,25511738,25849072,26006098,23015095,23840696,25005896,25783747,19935646,27664011,20975057,23451940,22410704,23486687,19915015,21781445,26091668,25008158,20133500,23504258,24405933,23532369,22343889,30277427,27576872,19755387,28402860,27982759,27353503,20367200,24004584,19411854,23934769,21643842,22688054,25008768,29288860,21516462,22922798,24324372,19667985,24958096,26008980,22825915,24557705,21080178,20510884,22772980,20465388,22528790,25790191,26918938,23581583,19435942,22432788,20427748,23934175,22399191,24722048,30299371,21922591,23486690,28404805,27468718,23111198,20874727,26524630,26188014,20473936,20603105,27144334,25701198,26061753,19543740,24473683,28110298,24129546,23064941,25407774,19228619,21955925,22890969,23410661,29328863,21690245,24903073,20725730,24847087,23894344,20174854,19903171,26945349,22748659,28869450,28748342,26337623,21885076,19246647,21898821,25164322,19915484,26911558,22147457,24868540,26545048,22869205,20615753,27120786,24305719,25078896,23689617,26328938,21755347,27780605,21163902,25135281,26314843,25033601,22824796,30427756,29172136,28116838,21294161,30558073,",IDH1,HEL-216|HEL-S-26|IDCD|IDH|IDP|IDPC|PICD,MIM:147700|HGNC:HGNC:5382|Ensembl:ENSG00000138413|Vega:OTTHUMG00000132943,2,2q34,"isocitrate dehydrogenase (NADP(+)) 1, cytosolic",protein-coding,"isocitrate dehydrogenase [NADP] cytoplasmic|NADP(+)-specific ICDH|NADP-dependent isocitrate dehydrogenase, cytosolic|NADP-dependent isocitrate dehydrogenase, peroxisomal|epididymis luminal protein 216|epididymis secretory protein Li 26|isocitrate dehydrogenase 1 (NADP+), soluble|oxalosuccinate decarboxylase"
